"Individuo","IEP","OP","SC","EdP","ÉpP","AP","DA"
"V.1268",441,"3","Macho",1713,"Lluvia","1951",157
"V.1268",330,"4","Hembra",2154,"Transición","1952",46
"V.1270",340,"3","Hembra",2725,"Transición","1954",56
"V.1270",339,"5","Hembra",3818,"Transición","1957",55
"V.1270",406,"6","Macho",4157,"Transición","1958",122
"V.1270",318,"7","Macho",4563,"Transición","1959",34
"V.1270",345,"8","Hembra",4881,"Transición","1960",61
"V.1270",366,"9","Macho",5226,"Sequía","1961",82
"V.1270",378,"10","Macho",5592,"Sequía","1962",94
"V.1287",392,"1","Macho",971,"Lluvia","1949",108
"V.1287",395,"2","Macho",1363,"Transición","1950",131
"V.1287",372,"3","Macho",1778,"Transición","1951",88
"V.1287",388,"4","Hembra",2150,"Transición","1952",104
"V.1287",345,"5","Macho",2538,"Sequía","1954",61
"V.1287",385,"6","Macho",2883,"Transición","1954",101
"V.1287",457,"7","Macho",3268,"Sequía","1956",173
"V.1287",431,"8","Macho",3725,"Transición","1957",147
"V.1287",358,"9","Macho",4156,"Transición","1958",74
"V.1287",328,"10","Macho",4514,"Transición","1959",44
"V.1287",366,"11","Macho",4842,"Transición","1960",82
"V.1287",355,"13","Hembra",5587,"Transición","1962",71
"V.1289",418,"2","Macho",1768,"Transición","1951",134
"V.1289",364,"5","Hembra",3484,"Lluvia","1956",80
"V.1289",362,"6","Macho",3848,"Lluvia","1957",78
"V.1289",343,"7","Macho",4210,"Lluvia","1958",59
"V.1289",350,"8","Hembra",4553,"Lluvia","1959",66
"V.1290",466,"1","Hembra",1200,"Transición","1950",182
"V.1290",487,"2","Macho",1666,"Lluvia","1951",203
"V.1290",368,"4","Hembra",2525,"Sequía","1954",84
"V.1290",453,"6","Macho",3686,"Sequía","1957",169
"V.1290",352,"7","Macho",4139,"Transición","1958",68
"V.1290",343,"8","Hembra",4491,"Transición","1959",59
"V.1290",382,"9","Hembra",4834,"Transición","1960",98
"V.1290",403,"11","Hembra",5756,"Transición","1962",119
"V.1294",505,"1","Macho",916,"Lluvia","1949",221
"V.1294",372,"2","Macho",1421,"Transición","1950",88
"V.1294",429,"7","Hembra",3292,"Sequía","1956",145
"V.1294",427,"8","Macho",3721,"Transición","1957",143
"V.1294",327,"9","Hembra",4148,"Transición","1958",43
"V.1296",434,"1","Hembra",947,"Lluvia","1949",150
"V.1298",387,"2","Hembra",1949,"Transición","1952",103
"V.1298",351,"3","Macho",2336,"Lluvia","1953",67
"V.1298",310,"4","Macho",2687,"Transición","1954",26
"V.1298",368,"5","Hembra",2997,"Transición","1955",84
"V.1298",338,"6","Hembra",3365,"Transición","1956",54
"V.1298",442,"7","Macho",3703,"Transición","1957",158
"V.1299",441,"1","Hembra",1371,"Transición","1950",157
"V.1299",339,"2","Hembra",1812,"Sequía","1952",55
"V.1299",326,"3","Macho",2151,"Sequía","1953",42
"V.1299",351,"4","Macho",2477,"Transición","1953",67
"V.1300",341,"1","Macho",2010,"Lluvia","1952",57
"V.1300",345,"3","Hembra",2686,"Transición","1954",61
"V.1308",333,"1","Hembra",1364,"Transición","1950",49
"V.1308",400,"2","Hembra",1697,"Transición","1951",116
"V.1308",490,"3","Hembra",2097,"Transición","1952",206
"V.1308",384,"5","Macho",2870,"Sequía","1955",100
"V.1308",453,"6","Hembra",3254,"Sequía","1956",169
"V.1308",379,"7","Hembra",3707,"Transición","1957",95
"V.1308",392,"8","Macho",4086,"Transición","1958",108
"V.1314",341,"1","Hembra",881,"Lluvia","1949",57
"V.1314",360,"2","Hembra",1222,"Lluvia","1950",76
"V.1314",452,"3","Macho",1582,"Lluvia","1951",168
"V.1314",428,"4","Hembra",2034,"Transición","1952",144
"V.1314",317,"5","Hembra",2462,"Transición","1953",33
"V.1314",417,"7","Macho",3397,"Transición","1956",133
"V.1314",533,"8","Hembra",3814,"Lluvia","1957",249
"V.1314",328,"9","Hembra",4347,"Sequía","1959",44
"V.1314",401,"10","Hembra",4675,"Transición","1959",117
"V.1314",389,"11","Hembra",5076,"Sequía","1961",105
"V.1314",364,"12","Macho",5465,"Sequía","1962",80
"V.1324",518,"2","Hembra",2081,"Transición","1952",234
"V.1324",363,"6","Hembra",4566,"Transición","1959",79
"V.1328",467,"1","Hembra",1348,"Sequía","1951",183
"V.1328",368,"2","Macho",1815,"Transición","1952",84
"V.1328",363,"3","Macho",2183,"Transición","1953",79
"V.1328",335,"4","Macho",2546,"Transición","1954",51
"V.1328",383,"5","Macho",2881,"Sequía","1955",99
"V.1328",327,"6","Macho",3264,"Transición","1956",43
"V.1328",342,"7","Macho",3591,"Sequía","1957",58
"V.1328",336,"8","Macho",3933,"Sequía","1958",52
"V.1330",534,"1","Macho",1693,"Sequía","1952",250
"V.1330",398,"2","Hembra",2227,"Lluvia","1953",114
"V.1330",332,"3","Hembra",2625,"Lluvia","1954",48
"V.1333",409,"2","Hembra",1501,"Lluvia","1951",125
"V.1333",326,"3","Macho",1910,"Lluvia","1952",42
"V.1333",483,"4","Macho",2236,"Lluvia","1953",199
"V.1333",396,"6","Macho",3435,"Transición","1956",112
"V.1333",370,"7","Hembra",3831,"Transición","1957",86
"V.1333",469,"9","Hembra",4551,"Transición","1959",185
"V.1333",366,"10","Macho",5020,"Transición","1961",82
"V.1333",336,"11","Macho",5386,"Transición","1962",52
"V.1336",395,"1","Macho",980,"Sequía","1950",111
"V.1336",472,"2","Macho",1375,"Transición","1951",188
"V.1336",339,"3","Macho",1847,"Lluvia","1952",55
"V.1336",361,"4","Macho",2186,"Lluvia","1953",77
"V.1336",316,"5","Hembra",2547,"Transición","1954",32
"V.1336",381,"6","Hembra",2863,"Transición","1955",97
"V.1336",345,"7","Hembra",3244,"Transición","1956",61
"V.1336",335,"8","Hembra",3589,"Transición","1957",51
"V.1336",359,"9","Macho",3924,"Transición","1958",75
"V.1336",336,"10","Macho",4283,"Transición","1959",52
"V.1336",387,"11","Hembra",4619,"Sequía","1960",103
"V.1336",430,"12","Hembra",5006,"Sequía","1961",146
"V.1336",358,"13","Hembra",5436,"Transición","1962",74
"V.1342",479,"1","Hembra",1540,"Transición","1951",195
"V.1342",334,"2","Macho",2019,"Sequía","1953",50
"V.1342",328,"3","Macho",2353,"Sequía","1954",44
"V.1344",382,"2","Macho",2044,"Sequía","1953",98
"V.1344",367,"4","Macho",2728,"Sequía","1955",83
"V.1344",527,"5","Hembra",3095,"Sequía","1956",243
"V.1344",337,"6","Macho",3622,"Lluvia","1957",53
"V.1344",422,"7","Hembra",3959,"Transición","1958",138
"V.1344",327,"10","Macho",5329,"Sequía","1962",43
"V.1345",380,"1","Macho",1004,"Transición","1950",96
"V.1347",421,"1","Hembra",1320,"Sequía","1951",137
"V.1347",370,"2","Hembra",1741,"Transición","1952",86
"V.1347",329,"3","Macho",2111,"Transición","1953",45
"V.1347",347,"4","Macho",2440,"Transición","1954",63
"V.1348",332,"4","Hembra",2457,"Transición","1954",48
"V.1348",346,"6","Hembra",3473,"Sequía","1957",62
"V.1348",335,"7","Hembra",3819,"Sequía","1958",51
"V.1348",330,"10","Macho",4683,"Transición","1960",46
"V.1348",477,"11","Hembra",5013,"Transición","1961",193
"V.1348",318,"12","Hembra",5490,"Lluvia","1962",34
"V.1353",359,"1","Hembra",1205,"Transición","1950",75
"V.1353",502,"2","Hembra",1564,"Transición","1951",218
"V.1353",341,"3","Macho",2066,"Transición","1953",57
"V.1353",385,"4","Hembra",2407,"Sequía","1954",101
"V.1353",344,"5","Hembra",2792,"Transición","1955",60
"V.1353",381,"7","Macho",3913,"Transición","1958",97
"V.1353",361,"8","Hembra",4294,"Transición","1959",77
"V.1353",338,"10","Hembra",5063,"Transición","1961",54
"V.1360",415,"1","Macho",1498,"Transición","1951",131
"V.1360",464,"2","Hembra",1913,"Transición","1952",180
"V.1360",336,"3","Macho",2377,"Sequía","1954",52
"V.1360",532,"4","Hembra",2713,"Sequía","1955",248
"V.1360",423,"6","Macho",3897,"Transición","1958",139
"V.1363",341,"1","Hembra",1176,"Sequía","1951",57
"V.1363",381,"2","Macho",1517,"Transición","1951",97
"V.1369",389,"1","Hembra",1381,"Lluvia","1951",105
"V.1369",399,"2","Hembra",1770,"Lluvia","1952",115
"V.1369",362,"3","Hembra",2169,"Transición","1953",78
"V.1369",317,"4","Hembra",2531,"Transición","1954",33
"V.1369",481,"5","Hembra",2848,"Lluvia","1955",197
"V.1369",356,"6","Macho",3329,"Transición","1956",72
"V.1369",327,"7","Macho",3685,"Transición","1957",43
"V.1369",368,"8","Macho",4012,"Transición","1958",84
"V.1369",456,"9","Hembra",4380,"Transición","1959",172
"V.1369",415,"10","Macho",4836,"Sequía","1961",131
"V.1372",335,"1","Hembra",1723,"Lluvia","1952",51
"V.1372",349,"2","Hembra",2058,"Transición","1953",65
"V.1372",315,"3","Hembra",2407,"Transición","1954",31
"V.1372",344,"4","Hembra",2722,"Transición","1955",60
"V.1372",372,"6","Macho",3367,"Sequía","1957",88
"V.1372",343,"7","Hembra",3739,"Sequía","1958",59
"V.1372",327,"8","Macho",4082,"Sequía","1959",43
"V.1373",468,"3","Macho",2871,"Lluvia","1955",184
"V.1373",327,"5","Macho",3863,"Transición","1958",43
"V.1373",361,"6","Hembra",4190,"Transición","1959",77
"V.1380",350,"1","Hembra",2000,"Transición","1953",66
"V.1380",444,"3","Hembra",3783,"Sequía","1958",160
"V.1380",320,"4","Hembra",4227,"Transición","1959",36
"V.1380",455,"5","Hembra",4547,"Transición","1960",171
"V.1380",487,"6","Macho",5002,"Lluvia","1961",203
"V.1381",354,"1","Macho",1106,"Transición","1950",70
"V.1381",533,"2","Macho",1460,"Transición","1951",249
"V.1381",501,"3","Hembra",1993,"Transición","1953",217
"V.1381",322,"4","Macho",2494,"Lluvia","1954",38
"V.1381",337,"6","Hembra",4029,"Transición","1958",53
"V.1381",336,"7","Hembra",4366,"Transición","1959",52
"V.1381",357,"8","Hembra",4702,"Lluvia","1960",73
"V.1381",353,"9","Hembra",5059,"Lluvia","1961",69
"V.1381",374,"10","Macho",5412,"Lluvia","1962",90
"V.1382",338,"1","Hembra",1842,"Transición","1952",54
"V.1382",358,"2","Hembra",2180,"Transición","1953",74
"V.1382",333,"3","Macho",2538,"Transición","1954",49
"V.1384",502,"1","Macho",1113,"Transición","1950",218
"V.1384",322,"2","Hembra",1615,"Transición","1952",38
"V.1384",526,"4","Macho",3467,"Transición","1957",242
"V.1384",338,"6","Macho",4370,"Transición","1959",54
"V.1385",324,"1","Hembra",1351,"Lluvia","1951",40
"V.1385",407,"3","Hembra",2304,"Sequía","1954",123
"V.1386",519,"1","Macho",1116,"Transición","1950",235
"V.1386",374,"2","Macho",1635,"Transición","1952",90
"V.1386",405,"3","Macho",2009,"Transición","1953",121
"V.1386",325,"4","Hembra",2414,"Lluvia","1954",41
"V.1387",406,"1","Hembra",1158,"Sequía","1951",122
"V.1387",341,"2","Hembra",1564,"Sequía","1952",57
"V.1387",420,"3","Hembra",1905,"Sequía","1953",136
"V.1387",360,"4","Hembra",2325,"Transición","1954",76
"V.1387",375,"5","Macho",2685,"Transición","1955",91
"V.1387",357,"6","Hembra",3060,"Transición","1956",73
"V.1387",333,"7","Macho",3417,"Transición","1957",49
"V.1387",439,"8","Hembra",3750,"Sequía","1958",155
"V.1388",417,"1","Macho",1157,"Sequía","1951",133
"V.1388",372,"2","Hembra",1700,"Sequía","1952",88
"V.1388",319,"3","Macho",2072,"Sequía","1953",35
"V.1390",323,"1","Hembra",1134,"Sequía","1951",39
"V.1390",348,"2","Macho",1457,"Transición","1951",64
"V.1390",442,"3","Macho",1805,"Transición","1952",158
"V.1390",411,"4","Macho",2247,"Sequía","1954",127
"V.1390",367,"6","Macho",4124,"Sequía","1959",83
"V.1390",364,"7","Macho",4491,"Sequía","1960",80
"V.1391",435,"1","Hembra",1568,"Sequía","1952",151
"V.1391",332,"2","Macho",2003,"Transición","1953",48
"V.1391",340,"3","Macho",2335,"Transición","1954",56
"V.1391",395,"4","Macho",2675,"Transición","1955",111
"V.1391",354,"6","Macho",4035,"Transición","1958",70
"V.1391",385,"7","Hembra",4389,"Transición","1959",101
"V.1391",336,"8","Hembra",4774,"Transición","1960",52
"V.1391",488,"9","Macho",5110,"Transición","1961",204
"V.1392",384,"1","Hembra",1133,"Sequía","1951",100
"V.1393",337,"2","Macho",1860,"Sequía","1953",53
"V.1393",353,"3","Hembra",2197,"Transición","1953",69
"V.1395",323,"1","Hembra",949,"Lluvia","1950",39
"V.1397",334,"1","Macho",1138,"Sequía","1951",50
"V.1397",342,"2","Hembra",1472,"Sequía","1952",58
"V.1397",351,"3","Macho",1814,"Transición","1952",67
"V.1397",350,"4","Hembra",2165,"Transición","1953",66
"V.1397",421,"5","Hembra",2515,"Transición","1954",137
"V.1398",471,"4","Macho",2782,"Lluvia","1955",187
"V.1398",329,"5","Macho",3253,"Transición","1956",45
"V.1398",314,"7","Macho",3904,"Lluvia","1958",30
"V.1398",332,"8","Hembra",4218,"Lluvia","1959",48
"V.1400",473,"1","Macho",1617,"Transición","1952",189
"V.1400",386,"2","Hembra",2090,"Lluvia","1953",102
"V.1403",428,"1","Hembra",1041,"Transición","1950",144
"V.1403",394,"2","Hembra",1469,"Sequía","1952",110
"V.1403",380,"3","Hembra",1863,"Sequía","1953",96
"V.1403",333,"4","Macho",2243,"Sequía","1954",49
"V.1403",358,"5","Hembra",2576,"Sequía","1955",74
"V.1403",358,"7","Macho",4116,"Transición","1959",74
"V.1403",330,"8","Hembra",4474,"Transición","1960",46
"V.1403",353,"9","Macho",4804,"Sequía","1961",69
"V.1403",426,"10","Macho",5157,"Sequía","1962",142
"V.1408",355,"3","Hembra",2106,"Transición","1953",71
"V.1408",356,"5","Hembra",3812,"Transición","1958",72
"V.1408",345,"6","Macho",4168,"Transición","1959",61
"V.1408",336,"7","Hembra",4513,"Transición","1960",52
"V.1408",330,"8","Macho",4849,"Transición","1961",46
"V.1408",336,"9","Macho",5179,"Sequía","1962",52
"V.1408",328,"10","Hembra",5515,"Sequía","1963",44
"V.1408",444,"11","Hembra",5843,"Sequía","1964",160
"V.1410",382,"1","Hembra",1305,"Lluvia","1951",98
"V.1410",415,"2","Hembra",1687,"Lluvia","1952",131
"V.1410",400,"5","Hembra",4145,"Transición","1959",116
"V.1410",321,"6","Hembra",4545,"Transición","1960",37
"V.1410",501,"7","Macho",4866,"Transición","1961",217
"V.1411",356,"1","Macho",1666,"Lluvia","1952",72
"V.1411",414,"2","Macho",2022,"Lluvia","1953",130
"V.1411",371,"6","Hembra",3869,"Lluvia","1958",87
"V.1412",337,"1","Macho",953,"Lluvia","1950",53
"V.1412",371,"2","Macho",1290,"Lluvia","1951",87
"V.1413",362,"2","Macho",2105,"Transición","1953",78
"V.1414",482,"2","Hembra",1724,"Transición","1952",198
"V.1415",380,"1","Hembra",1379,"Transición","1951",96
"V.1417A",452,"1","Macho",1481,"Sequía","1952",168
"V.1417A",487,"2","Macho",1933,"Transición","1953",203
"V.1417A",365,"5","Macho",4055,"Sequía","1959",81
"V.1418",310,"2","Macho",2465,"Transición","1954",26
"V.1418",427,"3","Macho",2775,"Lluvia","1955",143
"V.1418",371,"4","Macho",3202,"Transición","1956",87
"V.1418",417,"5","Macho",3573,"Transición","1957",133
"V.1418",327,"6","Macho",3990,"Transición","1958",43
"V.1418",355,"7","Macho",4317,"Transición","1959",71
"V.1418",334,"8","Hembra",4672,"Transición","1960",50
"V.1418",328,"9","Macho",5006,"Transición","1961",44
"V.1418",324,"10","Hembra",5334,"Lluvia","1962",40
"V.1419",351,"2","Macho",1740,"Transición","1952",67
"V.1419",374,"3","Macho",2091,"Transición","1953",90
"V.1420",383,"1","Hembra",941,"Lluvia","1950",99
"V.1420",396,"2","Hembra",1324,"Lluvia","1951",112
"V.1420",338,"3","Hembra",1720,"Transición","1952",54
"V.1420",352,"4","Macho",2058,"Lluvia","1953",68
"V.1420",417,"5","Hembra",2410,"Lluvia","1954",133
"V.1420",346,"7","Hembra",4304,"Transición","1959",62
"V.1420",483,"8","Hembra",4650,"Transición","1960",199
"V.1422",501,"1","Hembra",1709,"Transición","1952",217
"V.1422",342,"2","Macho",2210,"Sequía","1954",58
"V.1422",405,"3","Macho",2552,"Sequía","1955",121
"V.1424",335,"2","Macho",1663,"Lluvia","1952",51
"V.1424",447,"3","Macho",1998,"Lluvia","1953",163
"V.1424",461,"5","Macho",2726,"Lluvia","1955",177
"V.1424",312,"6","Macho",3187,"Transición","1956",28
"V.1424",414,"7","Macho",3499,"Lluvia","1957",130
"V.1424",348,"8","Hembra",3913,"Transición","1958",64
"V.1424",346,"9","Hembra",4261,"Transición","1959",62
"V.1424",339,"10","Macho",4607,"Lluvia","1960",55
"V.1424",325,"11","Hembra",4946,"Lluvia","1961",41
"V.1424",354,"12","Macho",5271,"Lluvia","1962",70
"V.1427",327,"1","Macho",1290,"Lluvia","1951",43
"V.1427",418,"3","Hembra",2251,"Transición","1954",134
"V.1428",331,"2","Hembra",1978,"Lluvia","1953",47
"V.1429",489,"1","Hembra",1102,"Sequía","1951",205
"V.1429",492,"2","Macho",1591,"Transición","1952",208
"V.1429",347,"3","Hembra",2083,"Transición","1953",63
"V.1429",318,"4","Hembra",2430,"Transición","1954",34
"V.1431",421,"1","Hembra",1084,"Sequía","1951",137
"V.1431",385,"2","Hembra",1505,"Sequía","1952",101
"V.1431",381,"3","Hembra",1890,"Transición","1953",97
"V.1431",323,"4","Hembra",2271,"Transición","1954",39
"V.1431",443,"6","Macho",3634,"Sequía","1958",159
"V.1431",336,"7","Hembra",4077,"Transición","1959",52
"V.1431",355,"8","Hembra",4413,"Sequía","1960",71
"V.1434",523,"1","Macho",1263,"Lluvia","1951",239
"V.1434",342,"2","Macho",1786,"Sequía","1953",58
"V.1434",377,"3","Macho",2128,"Transición","1953",93
"V.1435",446,"1","Hembra",1361,"Transición","1951",162
"V.1435",362,"2","Hembra",1807,"Sequía","1953",78
"V.1435",361,"3","Macho",2169,"Sequía","1954",77
"V.1435",367,"5","Hembra",3743,"Transición","1958",83
"V.1435",358,"6","Macho",4110,"Transición","1959",74
"V.1435",430,"7","Macho",4468,"Transición","1960",146
"V.1436",356,"1","Hembra",1492,"Sequía","1952",72
"V.1436",385,"2","Hembra",1848,"Sequía","1953",101
"V.1436",387,"3","Hembra",2233,"Transición","1954",103
"V.1437",396,"2","Macho",1891,"Transición","1953",112
"V.1437",374,"5","Hembra",3757,"Transición","1958",90
"V.1437",358,"6","Hembra",4131,"Transición","1959",74
"V.1437",382,"7","Macho",4489,"Transición","1960",98
"V.1437",412,"8","Hembra",4871,"Lluvia","1961",128
"V.1437",370,"9","Macho",5283,"Lluvia","1962",86
"V.1439",466,"1","Hembra",1462,"Sequía","1952",182
"V.1439",459,"3","Macho",2471,"Transición","1954",175
"V.1443",367,"1","Hembra",1240,"Lluvia","1951",83
"V.1443",361,"2","Macho",1607,"Lluvia","1952",77
"V.1443",431,"3","Macho",1968,"Lluvia","1953",147
"V.1445",397,"1","Macho",1560,"Lluvia","1952",113
"V.1446",340,"1","Hembra",1220,"Lluvia","1951",56
"V.1446",480,"2","Hembra",1560,"Lluvia","1952",196
"V.1446",354,"3","Hembra",2040,"Transición","1953",70
"V.1451",329,"2","Hembra",1583,"Lluvia","1952",45
"V.1451",337,"3","Hembra",1912,"Lluvia","1953",53
"V.1451",321,"4","Macho",2249,"Transición","1954",37
"V.1451",467,"5","Hembra",2570,"Transición","1955",183
"V.1451",490,"6","Hembra",3037,"Lluvia","1956",206
"V.1451",532,"7","Hembra",3527,"Transición","1957",248
"V.1451",336,"8","Hembra",4059,"Transición","1959",52
"V.1451",342,"9","Hembra",4395,"Transición","1960",58
"V.1451",373,"10","Macho",4737,"Transición","1961",89
"V.1451",355,"11","Macho",5110,"Transición","1962",71
"V.1452",482,"1","Macho",1476,"Transición","1952",198
"V.1453",348,"1","Macho",1539,"Lluvia","1952",64
"V.1453",456,"3","Macho",2433,"Sequía","1955",172
"V.1453",384,"5","Hembra",4288,"Sequía","1960",100
"V.1454",321,"1","Hembra",1511,"Transición","1952",37
"V.1454",452,"3","Hembra",2297,"Lluvia","1954",168
"V.1455",429,"1","Hembra",1172,"Lluvia","1951",145
"V.1455",466,"2","Macho",1601,"Lluvia","1952",182
"V.1455",325,"3","Macho",2067,"Sequía","1954",41
"V.1458",368,"1","Hembra",1425,"Transición","1952",84
"V.1459",374,"1","Hembra",1319,"Sequía","1952",90
"V.1459",492,"2","Hembra",1693,"Sequía","1953",208
"V.1459",338,"3","Hembra",2185,"Transición","1954",54
"V.1459",330,"4","Macho",2523,"Transición","1955",46
"V.1459",390,"5","Macho",2853,"Sequía","1956",106
"V.1459",366,"6","Hembra",3243,"Transición","1957",82
"V.1459",332,"7","Macho",3609,"Transición","1958",48
"V.1459",335,"8","Hembra",3941,"Sequía","1959",51
"V.1461",413,"1","Hembra",1024,"Sequía","1951",129
"V.1461",415,"2","Macho",1437,"Transición","1952",131
"V.1461",381,"3","Macho",1852,"Transición","1953",97
"V.1461",466,"4","Macho",2233,"Transición","1954",182
"V.1461",350,"6","Hembra",3713,"Transición","1958",66
"V.1461",341,"7","Macho",4063,"Transición","1959",57
"V.1461",366,"8","Macho",4404,"Transición","1960",82
